學年別,縣市別,總計學生數計,總計學生數男,總計學生數女,總計1年級計,總計1年級男,總計1年級女,總計2年級計,總計2年級男,總計2年級女,總計3年級計,總計3年級男,總計3年級女,總計延修生計,總計延修生男,總計延修生女,總計上學年畢業生數計,總計上學年畢業生數男,總計上學年畢業生數女,國立學生數計,國立學生數男,國立學生數女,國立1年級計,國立1年級男,國立1年級女,國立2年級計,國立2年級男,國立2年級女,國立3年級計,國立3年級男,國立3年級女,國立延修生計,國立延修生男,國立延修生女,國立上學年畢業生數計,國立上學年畢業生數男,國立上學年畢業生數女,直轄市立學生數計,直轄市立學生數男,直轄市立學生數女,直轄市立1年級計,直轄市立1年級男,直轄市立1年級女,直轄市立2年級計,直轄市立2年級男,直轄市立2年級女,直轄市立3年級計,直轄市立3年級男,直轄市立3年級女,直轄市立延修生計,直轄市立延修生男,直轄市立延修生女,直轄市立上學年畢業生數計,直轄市立上學年畢業生數男,直轄市立上學年畢業生數女,縣市立學生數計,縣市立學生數男,縣市立學生數女,縣市立1年級計,縣市立1年級男,縣市立1年級女,縣市立2年級計,縣市立2年級男,縣市立2年級女,縣市立3年級計,縣市立3年級男,縣市立3年級女,縣市立延修生計,縣市立延修生男,縣市立延修生女,縣市立上學年畢業生數計,縣市立上學年畢業生數男,縣市立上學年畢業生數女,私立學生數計,私立學生數男,私立學生數女,私立1年級計,私立1年級男,私立1年級女,私立2年級計,私立2年級男,私立2年級女,私立3年級計,私立3年級男,私立3年級女,私立延修生計,私立延修生男,私立延修生女,私立上學年畢業生數計,私立上學年畢業生數男,私立上學年畢業生數女
104學年,彰化縣,11939,6087,5852,4120,2098,2022,3899,1987,1912,3919,2001,1918,1,1,-,3968,2049,1919,7342,3643,3699,2418,1181,1237,2429,1201,1228,2494,1260,1234,1,1,-,2551,1311,1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2608,1266,1342,982,476,506,871,430,441,755,360,395,-,-,-,669,306,363,1989,1178,811,720,441,279,599,356,243,670,381,289,-,-,-,748,432,316
104學年,南投縣,4504,2309,2195,1636,824,812,1365,730,635,1501,753,748,2,2,-,1379,681,698,2914,1469,1445,1018,491,527,863,460,403,1031,516,515,2,2,-,822,402,420,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,742,355,387,253,120,133,233,111,122,256,124,132,-,-,-,248,119,129,848,485,363,365,213,152,269,159,110,214,113,101,-,-,-,309,160,149
104學年,雲林縣,8009,4153,3856,2800,1434,1366,2634,1355,1279,2575,1364,1211,-,-,-,2825,1472,1353,3870,1883,1987,1247,587,660,1278,617,661,1345,679,666,-,-,-,1366,685,681,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1161,602,559,461,248,213,376,182,194,324,172,152,-,-,-,410,215,195,2978,1668,1310,1092,599,493,980,556,424,906,513,393,-,-,-,1049,572,477
104學年,嘉義縣,2708,1350,1358,948,487,461,861,427,434,899,436,463,-,-,-,857,443,414,1067,488,579,369,180,189,328,145,183,370,163,207,-,-,-,355,171,184,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,660,313,347,248,121,127,207,93,114,205,99,106,-,-,-,181,91,90,981,549,432,331,186,145,326,189,137,324,174,150,-,-,-,321,181,140
104學年,屏東縣,8977,4525,4452,3274,1651,1623,2893,1468,1425,2802,1398,1404,8,8,-,3061,1521,1540,5565,2811,2754,1858,918,940,1815,935,880,1884,950,934,8,8,-,1916,971,945,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1948,896,1052,761,359,402,612,290,322,575,247,328,-,-,-,593,257,336,1464,818,646,655,374,281,466,243,223,343,201,142,-,-,-,552,293,259
104學年,臺東縣,513,312,201,217,130,87,139,83,56,149,92,57,8,7,1,135,82,53,439,275,164,169,101,68,122,79,43,140,88,52,8,7,1,110,67,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,37,37,48,29,19,17,4,13,9,4,5,-,-,-,25,15,10
104學年,花蓮縣,4168,2181,1987,1431,746,685,1346,705,641,1391,730,661,-,-,-,1510,736,774,2589,1385,1204,871,466,405,848,457,391,870,462,408,-,-,-,854,418,436,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133,92,41,55,38,17,40,26,14,38,28,10,-,-,-,41,30,11,1446,704,742,505,242,263,458,222,236,483,240,243,-,-,-,615,288,327
104學年,澎湖縣,1018,499,519,341,163,178,328,161,167,348,174,174,1,1,-,376,194,182,1018,499,519,341,163,178,328,161,167,348,174,174,1,1,-,376,194,182,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
104學年,基隆市,5081,2378,2703,1800,883,917,1637,797,840,1639,698,941,5,-,5,1982,949,1033,2921,1099,1822,989,433,556,945,364,581,982,302,680,5,-,5,1239,493,746,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1260,768,492,449,255,194,401,253,148,410,260,150,-,-,-,446,279,167,900,511,389,362,195,167,291,180,111,247,136,111,-,-,-,297,177,120
104學年,新竹市,8793,4359,4434,3092,1535,1557,2822,1403,1419,2879,1421,1458,-,-,-,2877,1427,1450,5034,2578,2456,1677,859,818,1660,850,810,1697,869,828,-,-,-,1697,861,836,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2274,1225,1049,784,431,353,757,418,339,733,376,357,-,-,-,726,391,335,1485,556,929,631,245,386,405,135,270,449,176,273,-,-,-,454,175,279
104學年,嘉義市,6358,3276,3082,2155,1128,1027,2081,1063,1018,2122,1085,1037,-,-,-,2251,1114,1137,4099,2149,1950,1349,710,639,1337,697,640,1413,742,671,-,-,-,1449,733,716,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2259,1127,1132,806,418,388,744,366,378,709,343,366,-,-,-,802,381,421
104學年,金門縣,988,458,530,339,142,197,329,166,163,320,150,170,-,-,-,258,124,134,988,458,530,339,142,197,329,166,163,320,150,170,-,-,-,258,124,134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
104學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
103學年,總計,311213,157719,153494,100691,51041,49650,102886,51830,51056,107516,54754,52762,120,94,26,103559,51676,51883,104905,53747,51158,33770,17233,16537,35358,17939,17419,35729,18539,17190,48,36,12,34267,17434,16833,106537,52974,53563,34161,17100,17061,36039,17727,18312,36303,18124,18179,34,23,11,34639,16989,17650,20728,10400,10328,7219,3679,3540,6681,3261,3420,6826,3458,3368,2,2,-,6135,3005,3130,79043,40598,38445,25541,13029,12512,24808,12903,11905,28658,14633,14025,36,33,3,28518,14248,14270
103學年,新北市,39563,20146,19417,13397,6694,6703,12994,6717,6277,13139,6713,6426,33,22,11,12444,6156,6288,67,41,26,19,12,7,20,14,6,28,15,13,-,-,-,24,14,10,27379,14079,13300,9240,4619,4621,9209,4789,4420,8898,4650,4248,32,21,11,8278,4133,4145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12117,6026,6091,4138,2063,2075,3765,1914,1851,4213,2048,2165,1,1,-,4142,2009,2133
103學年,臺北市,62847,30897,31950,19402,9639,9763,21114,10290,10824,22329,10966,11363,2,2,-,21870,10607,11263,3767,2452,1315,1223,757,466,1279,835,444,1265,860,405,-,-,-,1204,745,459,45965,22421,23544,14211,7109,7102,15733,7507,8226,16021,7805,8216,-,-,-,15668,7663,8005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13115,6024,7091,3968,1773,2195,4102,1948,2154,5043,2301,2742,2,2,-,4998,2199,2799
103學年,臺中市,38075,19364,18711,12183,6256,5927,12789,6359,6430,13073,6721,6352,30,28,2,12604,6319,6285,15985,8365,7620,4974,2621,2353,5498,2788,2710,5502,2945,2557,11,11,-,5366,2886,2480,8532,4108,4424,2689,1374,1315,2882,1315,1567,2961,1419,1542,-,-,-,2663,1217,1446,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13558,6891,6667,4520,2261,2259,4409,2256,2153,4610,2357,2253,19,17,2,4575,2216,2359
103學年,臺南市,26261,13766,12495,8339,4330,4009,8551,4483,4068,9371,4953,4418,-,-,-,9285,4835,4450,13503,7135,6368,4279,2249,2030,4540,2405,2135,4684,2481,2203,-,-,-,4563,2376,2187,1919,933,986,618,290,328,639,318,321,662,325,337,-,-,-,598,316,282,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10839,5698,5141,3442,1791,1651,3372,1760,1612,4025,2147,1878,-,-,-,4124,2143,1981
103學年,高雄市,35748,18366,17382,11368,5821,5547,11919,6055,5864,12453,6484,5969,8,6,2,12259,6193,6066,7938,4189,3749,2516,1337,1179,2816,1445,1371,2601,1403,1198,5,4,1,2513,1290,1223,22742,11433,11309,7403,3708,3695,7576,3798,3778,7761,3925,3836,2,2,-,7432,3660,3772,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5068,2744,2324,1449,776,673,1527,812,715,2091,1156,935,1,-,1,2314,1243,1071
103學年,宜蘭縣,6461,3307,3154,2099,1069,1030,2144,1108,1036,2217,1130,1087,1,-,1,2146,1082,1064,5037,2364,2673,1647,758,889,1689,801,888,1700,805,895,1,-,1,1684,791,893,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,161,102,59,46,29,17,56,38,18,59,35,24,-,-,-,49,26,23,1263,841,422,406,282,124,399,269,130,458,290,168,-,-,-,413,265,148
103學年,桃園縣,29556,15115,14441,9699,4943,4756,9787,4946,4841,10051,5209,4842,19,17,2,9454,4780,4674,12989,6646,6343,4010,2036,1974,4446,2228,2218,4527,2378,2149,6,4,2,4338,2238,2100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9435,4550,4885,3202,1570,1632,3017,1386,1631,3215,1593,1622,1,1,-,2792,1303,1489,7132,3919,3213,2487,1337,1150,2324,1332,992,2309,1238,1071,12,12,-,2324,1239,1085
103學年,新竹縣,3494,1857,1637,1431,748,683,1020,548,472,1042,560,482,1,1,-,988,493,495,2307,1157,1150,1105,551,554,608,309,299,594,297,297,-,-,-,577,257,320,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,405,208,197,146,79,67,124,60,64,134,68,66,1,1,-,132,61,71,782,492,290,180,118,62,288,179,109,314,195,119,-,-,-,279,175,104
103學年,苗栗縣,5891,2826,3065,2016,919,1097,1901,969,932,1974,938,1036,-,-,-,1444,678,766,4530,2095,2435,1491,653,838,1487,732,755,1552,710,842,-,-,-,1026,443,583,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,378,211,167,187,101,86,156,88,68,35,22,13,-,-,-,42,28,14,983,520,463,338,165,173,258,149,109,387,206,181,-,-,-,376,207,169
103學年,彰化縣,11852,6091,5761,3951,2026,1925,3921,2002,1919,3980,2063,1917,-,-,-,3856,2032,1824,7511,3802,3709,2457,1226,1231,2496,1258,1238,2558,1318,1240,-,-,-,2572,1352,1220,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2321,1117,1204,891,442,449,755,362,393,675,313,362,-,-,-,605,289,316,2020,1172,848,603,358,245,670,382,288,747,432,315,-,-,-,679,391,288
103學年,南投縣,4306,2205,2101,1410,764,646,1514,759,755,1379,679,700,3,3,-,1414,716,698,2748,1406,1342,883,481,402,1040,521,519,822,401,421,3,3,-,833,424,409,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,749,362,387,238,116,122,261,126,135,250,120,130,-,-,-,268,118,150,809,437,372,289,167,122,213,112,101,307,158,149,-,-,-,313,174,139
103學年,雲林縣,8130,4262,3868,2689,1394,1295,2598,1383,1215,2837,1480,1357,6,5,1,2737,1428,1309,4021,2000,2021,1292,622,670,1349,681,668,1374,692,682,6,5,1,1348,663,685,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1137,587,550,392,190,202,334,182,152,411,215,196,-,-,-,381,197,184,2972,1675,1297,1005,582,423,915,520,395,1052,573,479,-,-,-,1008,568,440
103學年,嘉義縣,2667,1332,1335,879,437,442,905,436,469,883,459,424,-,-,-,846,409,437,1081,491,590,342,149,193,375,163,212,364,179,185,-,-,-,345,148,197,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,594,285,309,207,94,113,205,99,106,182,92,90,-,-,-,187,87,100,992,556,436,330,194,136,325,174,151,337,188,149,-,-,-,314,174,140
103學年,屏東縣,8946,4517,4429,2966,1514,1452,2824,1408,1416,3152,1591,1561,4,4,-,2974,1448,1526,5732,2935,2797,1846,952,894,1905,961,944,1977,1018,959,4,4,-,1851,917,934,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1836,831,1005,642,309,333,577,247,330,617,275,342,-,-,-,568,250,318,1378,751,627,478,253,225,342,200,142,558,298,260,-,-,-,555,281,274
103學年,臺東縣,476,289,187,154,93,61,171,99,72,146,92,54,5,5,-,137,83,54,423,265,158,137,88,49,160,95,65,121,77,44,5,5,-,118,73,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,24,29,17,5,12,11,4,7,25,15,10,-,-,-,19,10,9
103學年,花蓮縣,4318,2229,2089,1369,722,647,1407,743,664,1542,764,778,-,-,-,1461,736,725,2618,1376,1242,859,462,397,876,469,407,883,445,438,-,-,-,890,451,439,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,93,35,46,32,14,39,29,10,43,32,11,-,-,-,42,27,15,1572,760,812,464,228,236,492,245,247,616,287,329,-,-,-,529,258,271
103學年,澎湖縣,1081,546,535,345,171,174,350,174,176,386,201,185,-,-,-,348,153,195,1081,546,535,345,171,174,350,174,176,386,201,185,-,-,-,348,153,195,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
103學年,基隆市,5436,2536,2900,1713,834,879,1639,693,946,2077,1009,1068,7,-,7,1943,922,1021,3277,1211,2066,988,385,603,979,295,684,1303,531,772,7,-,7,1286,501,785,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1310,823,487,428,266,162,415,264,151,467,293,174,-,-,-,371,259,112,849,502,347,297,183,114,245,134,111,307,185,122,-,-,-,286,162,124
103學年,新竹市,8666,4315,4351,2856,1432,1424,2896,1423,1473,2914,1460,1454,-,-,-,2771,1385,1386,5097,2604,2493,1669,850,819,1706,869,837,1722,885,837,-,-,-,1669,856,813,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2274,1231,1043,794,451,343,742,380,362,738,400,338,-,-,-,698,360,338,1295,480,815,393,131,262,448,174,274,454,175,279,-,-,-,404,169,235
103學年,嘉義市,6467,3272,3195,2081,1062,1019,2122,1085,1037,2263,1124,1139,1,1,-,2278,1089,1189,4221,2186,2035,1344,700,644,1419,746,673,1458,740,718,-,-,-,1412,724,688,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2246,1086,1160,737,362,375,703,339,364,805,384,421,1,1,-,866,365,501
103學年,金門縣,972,481,491,344,173,171,320,150,170,308,158,150,-,-,-,300,132,168,972,481,491,344,173,171,320,150,170,308,158,150,-,-,-,300,132,168,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
103學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
102學年,總計,319422,162088,157334,104754,52960,51794,108554,55482,53072,106010,53565,52445,104,81,23,102634,51468,51166,106962,55057,51905,35907,18256,17651,36041,18755,17286,34990,18029,16961,24,17,7,34165,17689,16476,109313,54493,54820,36597,18065,18532,36698,18398,18300,35974,17995,17979,44,35,9,33906,16867,17039,20174,10084,10090,6931,3401,3530,6947,3544,3403,6296,3139,3157,-,-,-,5685,2661,3024,82973,42454,40519,25319,13238,12081,28868,14785,14083,28750,14402,14348,36,29,7,28878,14251,14627
102學年,新北市,39602,20308,19294,13292,6886,6406,13301,6838,6463,12970,6553,6417,39,31,8,12419,6069,6350,73,44,29,21,15,6,28,15,13,24,14,10,-,-,-,20,14,6,27165,14130,13035,9370,4878,4492,8999,4727,4272,8758,4495,4263,38,30,8,8138,4042,4096,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12364,6134,6230,3901,1993,1908,4274,2096,2178,4188,2044,2144,1,1,-,4261,2013,2248
102學年,臺北市,66474,32681,33793,21339,10429,10910,22561,11115,11446,22568,11133,11435,6,4,2,21565,10621,10944,3816,2495,1321,1280,833,447,1277,868,409,1259,794,465,-,-,-,1256,865,391,48330,23631,24699,15864,7594,8270,16211,7930,8281,16254,8107,8147,1,-,1,15106,7553,7553,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14328,6555,7773,4195,2002,2193,5073,2317,2756,5055,2232,2823,5,4,1,5203,2203,3000
102學年,臺中市,38832,19686,19146,12926,6462,6464,13145,6778,6367,12732,6422,6310,29,24,5,12543,6438,6105,16489,8721,7768,5535,2814,2721,5521,2957,2564,5427,2944,2483,6,6,-,5418,2962,2456,8605,4017,4588,2947,1353,1594,2979,1434,1545,2675,1226,1449,4,4,-,2647,1315,1332,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13738,6948,6790,4444,2295,2149,4645,2387,2258,4630,2252,2378,19,14,5,4478,2161,2317
102學年,臺南市,27495,14454,13041,8673,4541,4132,9419,4982,4437,9399,4929,4470,4,2,2,9230,4854,4376,13971,7382,6589,4593,2426,2167,4706,2490,2216,4668,2464,2204,4,2,2,4424,2316,2108,1940,990,950,662,336,326,674,334,340,604,320,284,-,-,-,571,277,294,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11584,6082,5502,3418,1779,1639,4039,2158,1881,4127,2145,1982,-,-,-,4235,2261,1974
102學年,高雄市,37316,19191,18125,12172,6205,5967,12571,6565,6006,12571,6420,6151,2,1,1,12230,6209,6021,8052,4215,3837,2862,1467,1395,2625,1423,1202,2564,1325,1239,1,-,1,2508,1346,1162,23273,11725,11548,7754,3904,3850,7835,3973,3862,7683,3847,3836,1,1,-,7444,3680,3764,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5991,3251,2740,1556,834,722,2111,1169,942,2324,1248,1076,-,-,-,2278,1183,1095
102學年,宜蘭縣,6570,3367,3203,2168,1131,1037,2243,1145,1098,2157,1089,1068,2,2,-,2139,1092,1047,5120,2422,2698,1712,817,895,1719,812,907,1689,793,896,-,-,-,1672,791,881,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,171,102,69,58,37,21,60,35,25,53,30,23,-,-,-,23,17,6,1279,843,436,398,277,121,464,298,166,415,266,149,2,2,-,444,284,160
102學年,桃園縣,29777,15283,14494,9910,5005,4905,10132,5266,4866,9730,5007,4723,5,5,-,9541,4816,4725,13519,6995,6524,4479,2237,2242,4558,2401,2157,4482,2357,2125,-,-,-,4377,2301,2076,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9234,4426,4808,3077,1410,1667,3256,1620,1636,2901,1396,1505,-,-,-,2818,1283,1535,7024,3862,3162,2354,1358,996,2318,1245,1073,2347,1254,1093,5,5,-,2346,1232,1114
102學年,新竹縣,3147,1671,1476,1061,574,487,1063,576,487,1023,521,502,-,-,-,897,431,466,1819,896,923,608,309,299,605,307,298,606,280,326,-,-,-,542,238,304,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,412,204,208,136,68,68,139,71,68,137,65,72,-,-,-,132,73,59,916,571,345,317,197,120,319,198,121,280,176,104,-,-,-,223,120,103
102學年,苗栗縣,5530,2720,2810,2008,1030,978,2011,960,1051,1508,728,780,3,2,1,1434,678,756,4234,1995,2239,1565,776,789,1587,731,856,1082,488,594,-,-,-,1008,447,561,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,266,161,105,186,108,78,36,23,13,44,30,14,-,-,-,51,43,8,1030,564,466,257,146,111,388,206,182,382,210,172,3,2,1,375,188,187
102學年,彰化縣,11865,6170,5695,3983,2041,1942,4007,2082,1925,3875,2047,1828,-,-,-,3698,1916,1782,7656,3947,3709,2510,1263,1247,2565,1325,1240,2581,1359,1222,-,-,-,2512,1305,1207,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2089,999,1090,786,381,405,689,321,368,614,297,317,-,-,-,457,200,257,2120,1224,896,687,397,290,753,436,317,680,391,289,-,-,-,729,411,318
102學年,南投縣,4427,2233,2194,1591,804,787,1401,692,709,1430,732,698,5,5,-,1340,673,667,2748,1383,1365,1072,539,533,829,407,422,842,432,410,5,5,-,809,388,421,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,788,372,416,266,130,136,252,122,130,270,120,150,-,-,-,212,96,116,891,478,413,253,135,118,320,163,157,318,180,138,-,-,-,319,189,130
102學年,雲林縣,8227,4326,3901,2632,1404,1228,2850,1488,1362,2745,1434,1311,-,-,-,2684,1423,1261,4092,2051,2041,1358,686,672,1378,696,682,1356,669,687,-,-,-,1342,706,636,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1142,601,541,348,187,161,413,217,196,381,197,184,-,-,-,349,176,173,2993,1674,1319,926,531,395,1059,575,484,1008,568,440,-,-,-,993,541,452
102學年,嘉義縣,2670,1326,1344,927,447,480,892,465,427,851,414,437,-,-,-,839,399,440,1110,507,603,391,172,219,370,183,187,349,152,197,-,-,-,366,157,209,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,581,282,299,210,101,109,183,93,90,188,88,100,-,-,-,175,70,105,979,537,442,326,174,152,339,189,150,314,174,140,-,-,-,298,172,126
102學年,屏東縣,9115,4563,4552,2912,1471,1441,3169,1602,1567,3031,1488,1543,3,2,1,2982,1385,1597,5810,2959,2851,1936,991,945,1985,1022,963,1887,945,942,2,1,1,1867,921,946,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1834,817,1017,626,281,345,626,280,346,582,256,326,-,-,-,558,198,360,1471,787,684,350,199,151,558,300,258,562,287,275,1,1,-,557,266,291
102學年,臺東縣,468,293,175,162,97,65,161,104,57,142,89,53,3,3,-,151,90,61,425,267,158,162,97,65,136,87,49,124,80,44,3,3,-,126,72,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,26,17,-,-,-,25,17,8,18,9,9,-,-,-,25,18,7
102學年,花蓮縣,4509,2310,2199,1453,766,687,1564,779,785,1492,765,727,-,-,-,1396,709,687,2714,1414,1300,900,481,419,899,458,441,915,475,440,-,-,-,857,438,419,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130,93,37,44,33,11,43,32,11,43,28,15,-,-,-,40,24,16,1665,803,862,509,252,257,622,289,333,534,262,272,-,-,-,499,247,252
102學年,澎湖縣,1104,540,564,362,180,182,388,202,186,354,158,196,-,-,-,365,178,187,1104,540,564,362,180,182,388,202,186,354,158,196,-,-,-,365,178,187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
102學年,基隆市,5954,2828,3126,1764,775,989,2164,1076,1088,2023,977,1046,3,-,3,1871,836,1035,3771,1461,2310,1068,350,718,1355,572,783,1345,539,806,3,-,3,1295,504,791,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1320,866,454,436,276,160,501,320,181,383,270,113,-,-,-,346,204,142,863,501,362,260,149,111,308,184,124,295,168,127,-,-,-,230,128,102
102學年,新竹市,8656,4324,4332,2927,1441,1486,2933,1476,1457,2796,1407,1389,-,-,-,2586,1301,1285,5136,2642,2494,1715,875,840,1729,891,838,1692,876,816,-,-,-,1668,855,813,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2207,1161,1046,758,389,369,749,410,339,700,362,338,-,-,-,524,277,247,1313,521,792,454,177,277,455,175,280,404,169,235,-,-,-,394,169,225
102學年,嘉義市,6697,3323,3374,2148,1101,1047,2264,1127,1137,2285,1095,1190,-,-,-,2390,1195,1195,4316,2230,2086,1434,758,676,1466,744,722,1416,728,688,-,-,-,1399,730,669,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2381,1093,1288,714,343,371,798,383,415,869,367,502,-,-,-,991,465,526
102學年,金門縣,987,491,496,344,170,174,315,164,151,328,157,171,-,-,-,334,155,179,987,491,496,344,170,174,315,164,151,328,157,171,-,-,-,334,155,179,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
102學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101學年,總計,323170,164634,158536,110921,56897,54024,107390,54496,52894,104787,53181,51606,72,60,12,101035,51307,49728,121886,63354,58532,41752,21808,19944,40399,20881,19518,39716,20649,19067,19,16,3,38840,20304,18536,93672,47043,46629,32085,15966,16119,31546,15824,15722,30037,15250,14787,4,3,1,28933,14428,14505,19483,9735,9748,7185,3694,3491,6394,3200,3194,5902,2839,3063,2,2,-,5102,2531,2571,88129,44502,43627,29899,15429,14470,29051,14591,14460,29132,14443,14689,47,39,8,28160,14044,14116
101學年,新北市,39744,20215,19529,13659,7057,6602,13239,6756,6483,12831,6390,6441,15,12,3,12438,6302,6136,15161,7777,7384,5155,2722,2433,5085,2621,2464,4913,2429,2484,8,5,3,4722,2554,2168,11514,6054,5460,4027,2116,1911,3878,2022,1856,3609,1916,1693,-,-,-,3511,1760,1751,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13069,6384,6685,4477,2219,2258,4276,2113,2163,4309,2045,2264,7,7,-,4205,1988,2217
