學年別,縣市別,高級中等學校總計計,高級中等學校總計男,高級中等學校總計女,高級中等學校國立計,高級中等學校國立男,高級中等學校國立女,高級中等學校直轄市立計,高級中等學校直轄市立男,高級中等學校直轄市立女,高級中等學校縣市立計,高級中等學校縣市立男,高級中等學校縣市立女,高級中等學校私立計,高級中等學校私立男,高級中等學校私立女,高級中學總計計,高級中學總計男,高級中學總計女,高級中學國立計,高級中學國立男,高級中學國立女,高級中學直轄市立計,高級中學直轄市立男,高級中學直轄市立女,高級中學縣市立計,高級中學縣市立男,高級中學縣市立女,高級中學私立計,高級中學私立男,高級中學私立女,職業學校總計計,職業學校總計男,職業學校總計女,職業學校國立計,職業學校國立男,職業學校國立女,職業學校直轄市立計,職業學校直轄市立男,職業學校直轄市立女,職業學校縣市立計,職業學校縣市立男,職業學校縣市立女,職業學校私立計,職業學校私立男,職業學校私立女
101學年,花蓮縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,31,26,28,16,12,-,-,-,10,4,6,19,11,8,43,29,14,35,24,11,-,-,-,-,-,-,8,5,3
101學年,澎湖縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,7,2,9,7,2,-,-,-,-,-,-,-,-,-,10,8,2,10,8,2,-,-,-,-,-,-,-,-,-
101學年,基隆市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,35,25,15,6,9,-,-,-,33,20,13,12,9,3,32,15,17,17,10,7,-,-,-,-,-,-,15,5,10
101學年,新竹市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83,39,44,24,12,12,-,-,-,22,10,12,37,17,20,18,10,8,18,10,8,-,-,-,-,-,-,-,-,-
101學年,嘉義市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,30,23,17,8,9,-,-,-,-,-,-,36,22,14,50,30,20,38,22,16,-,-,-,-,-,-,12,8,4
101學年,金門縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,4,4,8,4,4,-,-,-,-,-,-,-,-,-,10,8,2,10,8,2,-,-,-,-,-,-,-,-,-
101學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,4,4,8,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100學年,總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2519,1449,1070,706,421,285,586,327,259,234,138,96,993,563,430,1305,803,502,733,472,261,127,78,49,-,-,-,445,253,192
100學年,新北市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,288,150,138,62,36,26,108,61,47,-,-,-,118,53,65,125,66,59,38,26,12,9,5,4,-,-,-,78,35,43
100學年,臺北市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,363,185,178,18,8,10,225,116,109,-,-,-,120,61,59,128,77,51,-,-,-,72,49,23,-,-,-,56,28,28
100學年,臺中市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,306,176,130,69,38,31,72,42,30,-,-,-,165,96,69,75,56,19,70,53,17,-,-,-,-,-,-,5,3,2
100學年,臺南市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,248,138,110,100,63,37,30,15,15,-,-,-,118,60,58,132,88,44,89,58,31,-,-,-,-,-,-,43,30,13
100學年,高雄市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,270,165,105,51,32,19,151,93,58,-,-,-,68,40,28,154,92,62,28,18,10,46,24,22,-,-,-,80,50,30
100學年,宜蘭縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,33,16,24,14,10,-,-,-,8,5,3,17,14,3,49,35,14,49,35,14,-,-,-,-,-,-,-,-,-
100學年,桃園縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,194,122,72,47,28,19,-,-,-,46,27,19,101,67,34,59,35,24,38,24,14,-,-,-,-,-,-,21,11,10
100學年,新竹縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,38,30,26,11,15,-,-,-,8,4,4,34,23,11,8,4,4,-,-,-,-,-,-,-,-,-,8,4,4
100學年,苗栗縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72,47,25,33,21,12,-,-,-,15,8,7,24,18,6,61,40,21,29,20,9,-,-,-,-,-,-,32,20,12
100學年,彰化縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97,66,31,43,28,15,-,-,-,30,22,8,24,16,8,103,67,36,85,54,31,-,-,-,-,-,-,18,13,5
100學年,南投縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,41,22,33,25,8,-,-,-,8,5,3,22,11,11,53,26,27,46,26,20,-,-,-,-,-,-,7,-,7
100學年,雲林縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86,52,34,25,16,9,-,-,-,15,11,4,46,25,21,66,47,19,48,31,17,-,-,-,-,-,-,18,16,2
100學年,嘉義縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,26,17,17,13,4,-,-,-,13,6,7,13,7,6,31,19,12,9,6,3,-,-,-,-,-,-,22,13,9
100學年,屏東縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85,48,37,33,20,13,-,-,-,31,17,14,21,11,10,63,39,24,48,30,18,-,-,-,-,-,-,15,9,6
100學年,臺東縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,16,15,22,11,11,-,-,-,6,3,3,3,2,1,38,18,20,28,13,15,-,-,-,-,-,-,10,5,5
100學年,花蓮縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,29,22,25,13,12,-,-,-,7,3,4,19,13,6,42,27,15,34,22,12,-,-,-,-,-,-,8,5,3
100學年,澎湖縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,6,2,8,6,2,-,-,-,-,-,-,-,-,-,10,8,2,10,8,2,-,-,-,-,-,-,-,-,-
100學年,基隆市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,34,18,15,8,7,-,-,-,26,17,9,11,9,2,29,15,14,17,11,6,-,-,-,-,-,-,12,4,8
100學年,新竹市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81,41,40,24,13,11,-,-,-,21,10,11,36,18,18,18,10,8,18,10,8,-,-,-,-,-,-,-,-,-
100學年,嘉義市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,28,21,16,9,7,-,-,-,-,-,-,33,19,14,51,27,24,39,20,19,-,-,-,-,-,-,12,7,5
100學年,金門縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,4,4,8,4,4,-,-,-,-,-,-,-,-,-,10,7,3,10,7,3,-,-,-,-,-,-,-,-,-
100學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,4,3,7,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99學年,總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2485,1440,1045,698,423,275,345,191,154,468,272,196,974,554,420,1295,819,476,727,490,237,115,71,44,8,5,3,445,253,192
99學年,臺北市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,385,191,194,17,10,7,239,120,119,-,-,-,129,61,68,126,73,53,-,-,-,69,47,22,-,-,-,57,26,31
99學年,高雄市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,165,101,64,18,10,8,106,71,35,-,-,-,41,20,21,89,49,40,-,-,-,46,24,22,-,-,-,43,25,18
99學年,臺北縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,273,143,130,63,35,28,-,-,-,108,61,47,102,47,55,123,69,54,39,28,11,-,-,-,8,5,3,76,36,40
99學年,宜蘭縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,36,11,24,17,7,-,-,-,7,5,2,16,14,2,48,32,16,48,32,16,-,-,-,-,-,-,-,-,-
99學年,桃園縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,196,116,80,47,25,22,-,-,-,46,27,19,103,64,39,58,35,23,38,25,13,-,-,-,-,-,-,20,10,10
99學年,新竹縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,40,27,25,13,12,-,-,-,8,4,4,34,23,11,8,4,4,-,-,-,-,-,-,-,-,-,8,4,4
99學年,苗栗縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,47,24,32,19,13,-,-,-,15,11,4,24,17,7,58,37,21,29,20,9,-,-,-,-,-,-,29,17,12
99學年,臺中縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,169,103,66,35,22,13,-,-,-,37,22,15,97,59,38,43,34,9,43,34,9,-,-,-,-,-,-,-,-,-
99學年,彰化縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85,56,29,42,27,15,-,-,-,21,15,6,22,14,8,102,66,36,86,56,30,-,-,-,-,-,-,16,10,6
99學年,南投縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,40,25,32,23,9,-,-,-,8,5,3,25,12,13,48,23,25,41,23,18,-,-,-,-,-,-,7,-,7
99學年,雲林縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83,48,35,25,14,11,-,-,-,14,10,4,44,24,20,67,50,17,49,35,14,-,-,-,-,-,-,18,15,3
99學年,嘉義縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,25,15,17,12,5,-,-,-,11,5,6,12,8,4,31,21,10,9,6,3,-,-,-,-,-,-,22,15,7
99學年,臺南縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,136,87,49,69,45,24,-,-,-,14,10,4,53,32,21,90,62,28,72,48,24,-,-,-,-,-,-,18,14,4
99學年,高雄縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103,61,42,34,20,14,-,-,-,45,25,20,24,16,8,69,49,20,27,20,7,-,-,-,-,-,-,42,29,13
99學年,屏東縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84,49,35,31,19,12,-,-,-,31,16,15,22,14,8,62,41,21,47,33,14,-,-,-,-,-,-,15,8,7
99學年,臺東縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,18,14,22,11,11,-,-,-,6,4,2,4,3,1,34,16,18,26,12,14,-,-,-,-,-,-,8,4,4
99學年,花蓮縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,31,19,23,15,8,-,-,-,9,3,6,18,13,5,50,37,13,35,27,8,-,-,-,-,-,-,15,10,5
99學年,澎湖縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,6,2,8,6,2,-,-,-,-,-,-,-,-,-,10,9,1,10,9,1,-,-,-,-,-,-,-,-,-
99學年,基隆市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,36,15,16,9,7,-,-,-,23,17,6,12,10,2,31,15,16,18,11,7,-,-,-,-,-,-,13,4,9
99學年,新竹市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81,43,38,25,13,12,-,-,-,21,11,10,35,19,16,17,12,5,17,12,5,-,-,-,-,-,-,-,-,-
99學年,臺中市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,115,70,45,31,21,10,-,-,-,28,14,14,56,35,21,33,21,12,28,18,10,-,-,-,-,-,-,5,3,2
99學年,嘉義市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,31,18,16,10,6,-,-,-,-,-,-,33,21,12,52,30,22,39,21,18,-,-,-,-,-,-,13,9,4
99學年,臺南市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,115,53,62,31,18,13,-,-,-,16,7,9,68,28,40,36,27,9,16,13,3,-,-,-,-,-,-,20,14,6
99學年,金門縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,5,3,8,5,3,-,-,-,-,-,-,-,-,-,10,7,3,10,7,3,-,-,-,-,-,-,-,-,-
99學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,4,3,7,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98學年,總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2447,1426,1021,697,428,269,343,189,154,431,243,188,976,566,410,1305,834,471,729,504,225,132,78,54,8,5,3,436,247,189
98學年,臺北市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,381,185,196,17,9,8,237,117,120,-,-,-,127,59,68,129,74,55,-,-,-,72,49,23,-,-,-,57,25,32
98學年,高雄市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,164,101,63,18,10,8,106,72,34,-,-,-,40,19,21,98,51,47,-,-,-,60,29,31,-,-,-,38,22,16
98學年,臺北縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,290,158,132,66,40,26,-,-,-,109,63,46,115,55,60,117,64,53,37,27,10,-,-,-,8,5,3,72,32,40
98學年,宜蘭縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,34,10,23,16,7,-,-,-,8,6,2,13,12,1,50,35,15,50,35,15,-,-,-,-,-,-,-,-,-
98學年,桃園縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,177,107,70,46,24,22,-,-,-,36,22,14,95,61,34,57,34,23,38,25,13,-,-,-,-,-,-,19,9,10
98學年,新竹縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,38,30,25,12,13,-,-,-,9,5,4,34,21,13,9,5,4,-,-,-,-,-,-,-,-,-,9,5,4
98學年,苗栗縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,45,21,30,18,12,-,-,-,12,10,2,24,17,7,56,37,19,29,23,6,-,-,-,-,-,-,27,14,13
98學年,臺中縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,167,102,65,33,21,12,-,-,-,35,19,16,99,62,37,41,32,9,41,32,9,-,-,-,-,-,-,-,-,-
98學年,彰化縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,48,30,41,25,16,-,-,-,14,8,6,23,15,8,100,65,35,82,53,29,-,-,-,-,-,-,18,12,6
98學年,南投縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,46,19,35,28,7,-,-,-,7,4,3,23,14,9,48,27,21,43,26,17,-,-,-,-,-,-,5,1,4
98學年,雲林縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83,50,33,28,16,12,-,-,-,14,8,6,41,26,15,68,49,19,49,33,16,-,-,-,-,-,-,19,16,3
98學年,嘉義縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,26,14,17,13,4,-,-,-,11,5,6,12,8,4,31,21,10,9,6,3,-,-,-,-,-,-,22,15,7
98學年,臺南縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,138,89,49,68,47,21,-,-,-,14,10,4,56,32,24,90,64,26,72,49,23,-,-,-,-,-,-,18,15,3
98學年,高雄縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,55,44,33,17,16,-,-,-,43,22,21,23,16,7,69,52,17,29,24,5,-,-,-,-,-,-,40,28,12
98學年,屏東縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,49,30,32,22,10,-,-,-,23,9,14,24,18,6,59,38,21,44,30,14,-,-,-,-,-,-,15,8,7
98學年,臺東縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,15,16,22,8,14,-,-,-,5,4,1,4,3,1,44,25,19,36,22,14,-,-,-,-,-,-,8,3,5
98學年,花蓮縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,29,19,24,16,8,-,-,-,4,3,1,20,10,10,49,36,13,35,27,8,-,-,-,-,-,-,14,9,5
98學年,澎湖縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,6,2,8,6,2,-,-,-,-,-,-,-,-,-,10,10,-,10,10,-,-,-,-,-,-,-,-,-,-
98學年,基隆市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,35,17,16,10,6,-,-,-,23,15,8,13,10,3,31,13,18,16,10,6,-,-,-,-,-,-,15,3,12
98學年,新竹市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83,41,42,25,12,13,-,-,-,21,10,11,37,19,18,17,10,7,17,10,7,-,-,-,-,-,-,-,-,-
98學年,臺中市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,115,68,47,30,19,11,-,-,-,29,14,15,56,35,21,34,23,11,28,19,9,-,-,-,-,-,-,6,4,2
98學年,嘉義市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,31,14,16,11,5,-,-,-,-,-,-,29,20,9,51,33,18,38,24,14,-,-,-,-,-,-,13,9,4
98學年,臺南市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,111,57,54,29,17,12,-,-,-,14,6,8,68,34,34,37,30,7,16,13,3,-,-,-,-,-,-,21,17,4
98學年,金門縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,6,2,8,6,2,-,-,-,-,-,-,-,-,-,10,6,4,10,6,4,-,-,-,-,-,-,-,-,-
98學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,5,2,7,5,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97學年,總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2361,1412,949,688,435,253,339,193,146,388,224,164,946,560,386,1281,857,424,711,517,194,123,79,44,8,5,3,439,256,183
97學年,臺北市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,387,200,187,18,9,9,232,117,115,-,-,-,137,74,63,140,83,57,-,-,-,81,56,25,-,-,-,59,27,32
97學年,高雄市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168,108,60,18,9,9,107,76,31,-,-,-,43,23,20,80,46,34,-,-,-,42,23,19,-,-,-,38,23,15
97學年,臺北縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,259,145,114,64,40,24,-,-,-,89,56,33,106,49,57,119,69,50,38,29,9,-,-,-,8,5,3,73,35,38
97學年,宜蘭縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,32,10,22,15,7,-,-,-,7,5,2,13,12,1,51,38,13,51,38,13,-,-,-,-,-,-,-,-,-
97學年,桃園縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,161,103,58,47,28,19,-,-,-,23,15,8,91,60,31,57,37,20,36,26,10,-,-,-,-,-,-,21,11,10
97學年,新竹縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,38,30,25,13,12,-,-,-,9,5,4,34,20,14,10,6,4,-,-,-,-,-,-,-,-,-,10,6,4
97學年,苗栗縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,49,19,32,23,9,-,-,-,14,11,3,22,15,7,55,38,17,29,22,7,-,-,-,-,-,-,26,16,10
97學年,臺中縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,167,105,62,32,23,9,-,-,-,36,19,17,99,63,36,41,34,7,41,34,7,-,-,-,-,-,-,-,-,-
97學年,彰化縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,48,30,42,24,18,-,-,-,14,8,6,22,16,6,96,67,29,81,57,24,-,-,-,-,-,-,15,10,5
97學年,南投縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,40,16,36,28,8,-,-,-,7,4,3,13,8,5,47,28,19,43,26,17,-,-,-,-,-,-,4,2,2
97學年,雲林縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,52,22,23,18,5,-,-,-,14,9,5,37,25,12,63,46,17,44,33,11,-,-,-,-,-,-,19,13,6
97學年,嘉義縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,24,12,17,13,4,-,-,-,7,3,4,12,8,4,32,25,7,10,9,1,-,-,-,-,-,-,22,16,6
97學年,臺南縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130,85,45,64,44,20,-,-,-,13,10,3,53,31,22,92,69,23,72,52,20,-,-,-,-,-,-,20,17,3
97學年,高雄縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97,51,46,31,17,14,-,-,-,44,19,25,22,15,7,68,51,17,28,22,6,-,-,-,-,-,-,40,29,11
97學年,屏東縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,45,29,31,21,10,-,-,-,23,10,13,20,14,6,58,37,21,42,30,12,-,-,-,-,-,-,16,7,9
97學年,臺東縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,14,17,22,9,13,-,-,-,5,3,2,4,2,2,35,21,14,27,18,9,-,-,-,-,-,-,8,3,5
97學年,花蓮縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,31,20,23,15,8,-,-,-,4,3,1,24,13,11,49,36,13,36,28,8,-,-,-,-,-,-,13,8,5
97學年,澎湖縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,5,3,8,5,3,-,-,-,-,-,-,-,-,-,8,8,-,8,8,-,-,-,-,-,-,-,-,-,-
97學年,基隆市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,33,18,16,8,8,-,-,-,23,17,6,12,8,4,33,15,18,17,11,6,-,-,-,-,-,-,16,4,12
97學年,新竹市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81,45,36,25,13,12,-,-,-,21,12,9,35,20,15,18,12,6,18,12,6,-,-,-,-,-,-,-,-,-
97學年,臺中市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105,62,43,31,19,12,-,-,-,21,11,10,53,32,21,33,23,10,27,19,8,-,-,-,-,-,-,6,4,2
97學年,嘉義市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,29,16,16,10,6,-,-,-,-,-,-,29,19,10,49,32,17,37,24,13,-,-,-,-,-,-,12,8,4
97學年,臺南市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,109,56,53,30,19,11,-,-,-,14,4,10,65,33,32,37,28,9,16,11,5,-,-,-,-,-,-,21,17,4
97學年,金門縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,7,1,8,7,1,-,-,-,-,-,-,-,-,-,10,8,2,10,8,2,-,-,-,-,-,-,-,-,-
97學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,5,2,7,5,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
""
