學年別,縣市別,總計學生數計,總計學生數男,總計學生數女,總計1年級計,總計1年級男,總計1年級女,總計2年級計,總計2年級男,總計2年級女,總計3年級計,總計3年級男,總計3年級女,總計延修生計,總計延修生男,總計延修生女,總計上學年畢業生數計,總計上學年畢業生數男,總計上學年畢業生數女,國立學生數計,國立學生數男,國立學生數女,國立1年級計,國立1年級男,國立1年級女,國立2年級計,國立2年級男,國立2年級女,國立3年級計,國立3年級男,國立3年級女,國立延修生計,國立延修生男,國立延修生女,國立上學年畢業生數計,國立上學年畢業生數男,國立上學年畢業生數女,直轄市立學生數計,直轄市立學生數男,直轄市立學生數女,直轄市立1年級計,直轄市立1年級男,直轄市立1年級女,直轄市立2年級計,直轄市立2年級男,直轄市立2年級女,直轄市立3年級計,直轄市立3年級男,直轄市立3年級女,直轄市立延修生計,直轄市立延修生男,直轄市立延修生女,直轄市立上學年畢業生數計,直轄市立上學年畢業生數男,直轄市立上學年畢業生數女,縣市立學生數計,縣市立學生數男,縣市立學生數女,縣市立1年級計,縣市立1年級男,縣市立1年級女,縣市立2年級計,縣市立2年級男,縣市立2年級女,縣市立3年級計,縣市立3年級男,縣市立3年級女,縣市立延修生計,縣市立延修生男,縣市立延修生女,縣市立上學年畢業生數計,縣市立上學年畢業生數男,縣市立上學年畢業生數女,私立學生數計,私立學生數男,私立學生數女,私立1年級計,私立1年級男,私立1年級女,私立2年級計,私立2年級男,私立2年級女,私立3年級計,私立3年級男,私立3年級女,私立延修生計,私立延修生男,私立延修生女,私立上學年畢業生數計,私立上學年畢業生數男,私立上學年畢業生數女
104學年,花蓮縣,673,427,246,243,158,85,228,147,81,202,122,80,-,-,-,225,146,79,443,271,172,170,108,62,141,89,52,132,74,58,-,-,-,149,90,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,230,156,74,73,50,23,87,58,29,70,48,22,-,-,-,76,56,20
104學年,澎湖縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
104學年,基隆市,656,362,294,240,144,96,206,111,95,210,107,103,-,-,-,212,107,105,467,255,212,177,106,71,146,78,68,144,71,73,-,-,-,146,66,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,189,107,82,63,38,25,60,33,27,66,36,30,-,-,-,66,41,25
104學年,新竹市,1785,1070,715,621,382,239,572,353,219,592,335,257,-,-,-,736,426,310,462,307,155,209,149,60,128,80,48,125,78,47,-,-,-,159,98,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,21,16,18,11,7,10,5,5,9,5,4,-,-,-,18,9,9,1286,742,544,394,222,172,434,268,166,458,252,206,-,-,-,559,319,240
104學年,嘉義市,842,551,291,296,182,114,289,189,100,257,180,77,-,-,-,259,172,87,434,314,120,164,109,55,150,110,40,120,95,25,-,-,-,158,106,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,408,237,171,132,73,59,139,79,60,137,85,52,-,-,-,101,66,35
104學年,金門縣,53,31,22,28,20,8,12,6,6,13,5,8,-,-,-,19,8,11,53,31,22,28,20,8,12,6,6,13,5,8,-,-,-,19,8,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
104學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
103學年,總計,58933,34787,24146,19657,12020,7637,19271,11353,7918,20005,11414,8591,-,-,-,21728,12262,9466,16231,10015,6216,6114,4089,2025,5047,3052,1995,5070,2874,2196,-,-,-,5746,3157,2589,5998,3741,2257,2244,1461,783,2171,1321,850,1583,959,624,-,-,-,1806,1019,787,111,57,54,35,22,13,26,15,11,50,20,30,-,-,-,40,16,24,36593,20974,15619,11264,6448,4816,12027,6965,5062,13302,7561,5741,-,-,-,14136,8070,6066
103學年,新北市,7856,4344,3512,2587,1435,1152,2573,1437,1136,2696,1472,1224,-,-,-,2982,1558,1424,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2927,1729,1198,1113,716,397,911,517,394,903,496,407,-,-,-,1026,532,494,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4929,2615,2314,1474,719,755,1662,920,742,1793,976,817,-,-,-,1956,1026,930
103學年,臺北市,8003,4234,3769,2281,1184,1097,2919,1547,1372,2803,1503,1300,-,-,-,2830,1454,1376,189,69,120,-,-,-,79,27,52,110,42,68,-,-,-,128,36,92,1650,1170,480,635,444,191,771,508,263,244,218,26,-,-,-,235,186,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6164,2995,3169,1646,740,906,2069,1012,1057,2449,1243,1206,-,-,-,2467,1232,1235
103學年,臺中市,9404,5728,3676,3101,1983,1118,2995,1841,1154,3308,1904,1404,-,-,-,3692,2203,1489,2738,1717,1021,957,643,314,894,577,317,887,497,390,-,-,-,1169,641,528,39,18,21,11,5,6,13,6,7,15,7,8,-,-,-,15,8,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6627,3993,2634,2133,1335,798,2088,1258,830,2406,1400,1006,-,-,-,2508,1554,954
103學年,臺南市,3049,1842,1207,1011,598,413,975,606,369,1063,638,425,-,-,-,1085,651,434,1425,819,606,482,292,190,452,253,199,491,274,217,-,-,-,558,331,227,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1624,1023,601,529,306,223,523,353,170,572,364,208,-,-,-,527,320,207
103學年,高雄市,5419,3129,2290,1808,1079,729,1806,1054,752,1805,996,809,-,-,-,1775,994,781,825,465,360,321,200,121,239,134,105,265,131,134,-,-,-,283,153,130,1382,824,558,485,296,189,476,290,186,421,238,183,-,-,-,530,293,237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3212,1840,1372,1002,583,419,1091,630,461,1119,627,492,-,-,-,962,548,414
103學年,宜蘭縣,941,548,393,358,233,125,259,137,122,324,178,146,-,-,-,349,201,148,927,545,382,358,233,125,259,137,122,310,175,135,-,-,-,349,201,148,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,3,11,-,-,-,-,-,-,14,3,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
103學年,桃園縣,8362,5189,3173,2769,1815,954,2709,1660,1049,2884,1714,1170,-,-,-,3647,2164,1483,1324,912,412,558,421,137,401,256,145,365,235,130,-,-,-,519,296,223,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7038,4277,2761,2211,1394,817,2308,1404,904,2519,1479,1040,-,-,-,3128,1868,1260
103學年,新竹縣,1572,942,630,528,312,216,480,289,191,564,341,223,-,-,-,592,359,233,171,74,97,59,22,37,51,24,27,61,28,33,-,-,-,76,27,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1401,868,533,469,290,179,429,265,164,503,313,190,-,-,-,516,332,184
103學年,苗栗縣,1486,794,692,506,266,240,484,278,206,496,250,246,-,-,-,501,251,250,356,165,191,149,73,76,88,39,49,119,53,66,-,-,-,116,52,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1130,629,501,357,193,164,396,239,157,377,197,180,-,-,-,385,199,186
103學年,彰化縣,4317,2773,1544,1658,1162,496,1346,848,498,1313,763,550,-,-,-,1435,805,630,3840,2464,1376,1504,1067,437,1222,759,463,1114,638,476,-,-,-,1110,600,510,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,477,309,168,154,95,59,124,89,35,199,125,74,-,-,-,325,205,120
103學年,南投縣,1165,707,458,451,285,166,344,196,148,370,226,144,-,-,-,366,201,165,1035,629,406,411,267,144,309,175,134,315,187,128,-,-,-,336,184,152,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130,78,52,40,18,22,35,21,14,55,39,16,-,-,-,30,17,13
103學年,雲林縣,743,466,277,254,158,96,250,162,88,239,146,93,-,-,-,243,150,93,308,185,123,113,72,41,88,56,32,107,57,50,-,-,-,100,58,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,28,24,17,11,6,18,10,8,17,7,10,-,-,-,16,6,10,383,253,130,124,75,49,144,96,48,115,82,33,-,-,-,127,86,41
103學年,嘉義縣,396,259,137,158,115,43,136,80,56,102,64,38,-,-,-,117,72,45,120,74,46,41,28,13,46,28,18,33,18,15,-,-,-,39,26,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,276,185,91,117,87,30,90,52,38,69,46,23,-,-,-,78,46,32
103學年,屏東縣,1427,902,525,521,336,185,451,280,171,455,286,169,-,-,-,451,275,176,546,410,136,230,180,50,169,121,48,147,109,38,-,-,-,153,113,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,881,492,389,291,156,135,282,159,123,308,177,131,-,-,-,298,162,136
103學年,臺東縣,369,215,154,158,99,59,118,68,50,93,48,45,-,-,-,113,46,67,369,215,154,158,99,59,118,68,50,93,48,45,-,-,-,104,45,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
103學年,花蓮縣,713,436,277,252,148,104,232,141,91,229,147,82,-,-,-,251,137,114,478,278,200,165,93,72,159,93,66,154,92,62,-,-,-,173,91,82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,235,158,77,87,55,32,73,48,25,75,55,20,-,-,-,78,46,32
103學年,澎湖縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
103學年,基隆市,769,410,359,304,168,136,249,135,114,216,107,109,-,-,-,306,156,150,548,281,267,232,125,107,167,88,79,149,68,81,-,-,-,236,111,125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,221,129,92,72,43,29,82,47,35,67,39,28,-,-,-,70,45,25
103學年,新竹市,2054,1264,790,633,433,200,652,381,271,769,450,319,-,-,-,746,418,328,495,332,163,187,138,49,144,92,52,164,102,62,-,-,-,136,87,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,26,19,18,11,7,8,5,3,19,10,9,-,-,-,15,9,6,1514,906,608,428,284,144,500,284,216,586,338,248,-,-,-,595,322,273
103學年,嘉義市,841,583,258,304,202,102,280,208,72,257,173,84,-,-,-,222,160,62,490,359,131,174,127,47,149,120,29,167,112,55,-,-,-,136,98,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,351,224,127,130,75,55,131,88,43,90,61,29,-,-,-,86,62,24
103學年,金門縣,47,22,25,15,9,6,13,5,8,19,8,11,-,-,-,25,7,18,47,22,25,15,9,6,13,5,8,19,8,11,-,-,-,25,7,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
103學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
102學年,總計,66909,39294,27615,22329,13726,8603,21874,12633,9241,22681,12919,9762,25,16,9,22986,13043,9943,18855,11260,7595,7016,4570,2446,5932,3443,2489,5907,3247,2660,-,-,-,6077,3303,2774,6348,3855,2493,2762,1753,1009,1731,1052,679,1855,1050,805,-,-,-,1962,1093,869,132,65,67,34,22,12,57,27,30,41,16,25,-,-,-,36,19,17,41574,24114,17460,12517,7381,5136,14154,8111,6043,14878,8606,6272,25,16,9,14911,8628,6283
102學年,新北市,9201,5107,4094,3093,1758,1335,2959,1663,1296,3149,1686,1463,-,-,-,3182,1740,1442,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3221,1781,1440,1185,685,500,992,554,438,1044,542,502,-,-,-,1045,542,503,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5980,3326,2654,1908,1073,835,1967,1109,858,2105,1144,961,-,-,-,2137,1198,939
102學年,臺北市,8698,4678,4020,2900,1605,1295,2873,1523,1350,2900,1534,1366,25,16,9,2988,1510,1478,347,116,231,92,34,58,121,44,77,134,38,96,-,-,-,178,42,136,1447,1080,367,947,658,289,260,231,29,240,191,49,-,-,-,297,233,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6904,3482,3422,1861,913,948,2492,1248,1244,2526,1305,1221,25,16,9,2513,1235,1278
102學年,臺中市,10971,6666,4305,3503,2251,1252,3643,2129,1514,3825,2286,1539,-,-,-,3725,2163,1562,3383,2027,1356,1170,780,390,1013,585,428,1200,662,538,-,-,-,1159,612,547,53,27,26,21,11,10,16,8,8,16,8,8,-,-,-,10,3,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7535,4612,2923,2312,1460,852,2614,1536,1078,2609,1616,993,-,-,-,2556,1548,1008
102學年,臺南市,3349,2058,1291,1092,688,404,1141,695,446,1116,675,441,-,-,-,1178,681,497,1704,1011,693,573,349,224,552,319,233,579,343,236,-,-,-,583,327,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1645,1047,598,519,339,180,589,376,213,537,332,205,-,-,-,595,354,241
102學年,高雄市,5865,3402,2463,2041,1244,797,1898,1066,832,1926,1092,834,-,-,-,1864,1081,783,963,539,424,378,233,145,296,149,147,289,157,132,-,-,-,263,157,106,1627,967,660,609,399,210,463,259,204,555,309,246,-,-,-,610,315,295,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3275,1896,1379,1054,612,442,1139,658,481,1082,626,456,-,-,-,991,609,382
102學年,宜蘭縣,1214,740,474,456,306,150,397,227,170,361,207,154,-,-,-,442,251,191,1195,734,461,456,306,150,378,221,157,361,207,154,-,-,-,442,251,191,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,6,13,-,-,-,19,6,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
102學年,桃園縣,9956,6062,3894,2995,1902,1093,3156,1890,1266,3805,2270,1535,-,-,-,3670,2177,1493,1590,1037,553,585,418,167,465,312,153,540,307,233,-,-,-,546,307,239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8366,5025,3341,2410,1484,926,2691,1578,1113,3265,1963,1302,-,-,-,3124,1870,1254
102學年,新竹縣,1724,1062,662,519,323,196,584,362,222,621,377,244,-,-,-,583,332,251,201,83,118,53,22,31,70,32,38,78,29,49,-,-,-,62,21,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1523,979,544,466,301,165,514,330,184,543,348,195,-,-,-,521,311,210
102學年,苗栗縣,1554,820,734,500,277,223,536,279,257,518,264,254,-,-,-,497,267,230,381,187,194,131,67,64,131,65,66,119,55,64,-,-,-,107,43,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1173,633,540,369,210,159,405,214,191,399,209,190,-,-,-,390,224,166
102學年,彰化縣,4875,2970,1905,1859,1237,622,1553,909,644,1463,824,639,-,-,-,1517,918,599,4118,2477,1641,1668,1102,566,1325,764,561,1125,611,514,-,-,-,1160,666,494,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,757,493,264,191,135,56,228,145,83,338,213,125,-,-,-,357,252,105
102學年,南投縣,1333,802,531,522,333,189,431,261,170,380,208,172,-,-,-,402,220,182,1210,728,482,484,311,173,377,227,150,349,190,159,-,-,-,372,200,172,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123,74,49,38,22,16,54,34,20,31,18,13,-,-,-,30,20,10
102學年,雲林縣,814,511,303,295,197,98,273,164,109,246,150,96,-,-,-,244,170,74,370,225,145,145,102,43,123,65,58,102,58,44,-,-,-,95,61,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,28,27,21,13,8,18,9,9,16,6,10,-,-,-,17,9,8,389,258,131,129,82,47,132,90,42,128,86,42,-,-,-,132,100,32
102學年,嘉義縣,359,220,139,132,78,54,111,71,40,116,71,45,-,-,-,88,61,27,132,78,54,57,31,26,37,22,15,38,25,13,-,-,-,37,25,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,227,142,85,75,47,28,74,49,25,78,46,32,-,-,-,51,36,15
102學年,屏東縣,1674,1040,634,582,378,204,561,346,215,531,316,215,-,-,-,612,382,230,554,418,136,233,178,55,164,123,41,157,117,40,-,-,-,176,136,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1120,622,498,349,200,149,397,223,174,374,199,175,-,-,-,436,246,190
102學年,臺東縣,416,214,202,168,97,71,124,66,58,124,51,73,-,-,-,136,61,75,406,213,193,168,97,71,124,66,58,114,50,64,-,-,-,136,61,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,1,9,-,-,-,-,-,-,10,1,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
102學年,花蓮縣,810,486,324,280,169,111,263,170,93,267,147,120,-,-,-,373,194,179,557,321,236,181,109,72,190,114,76,186,98,88,-,-,-,187,96,91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,253,165,88,99,60,39,73,56,17,81,49,32,-,-,-,186,98,88
102學年,澎湖縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
102學年,基隆市,959,527,432,391,236,155,250,129,121,318,162,156,-,-,-,415,207,208,684,356,328,270,162,108,176,83,93,238,111,127,-,-,-,269,112,157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,275,171,104,121,74,47,74,46,28,80,51,29,-,-,-,146,95,51
102學年,新竹市,2310,1381,929,718,462,256,830,488,342,762,431,331,-,-,-,812,462,350,511,339,172,191,137,54,184,115,69,136,87,49,-,-,-,140,77,63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,30,18,13,9,4,20,12,8,15,9,6,-,-,-,19,10,9,1751,1012,739,514,316,198,626,361,265,611,335,276,-,-,-,653,375,278
102學年,嘉義市,764,525,239,264,177,87,272,187,85,228,161,67,-,-,-,258,166,92,486,348,138,162,124,38,187,129,58,137,95,42,-,-,-,165,109,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,278,177,101,102,53,49,85,58,27,91,66,25,-,-,-,93,57,36
102學年,金門縣,63,23,40,19,8,11,19,8,11,25,7,18,-,-,-,-,-,-,63,23,40,19,8,11,19,8,11,25,7,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
102學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101學年,總計,74698,43644,31054,25939,15587,10352,24630,14221,10409,24058,13788,10270,71,48,23,25581,14294,11287,23609,13917,9692,9184,5784,3400,7433,4218,3215,6992,3915,3077,-,-,-,8598,4482,4116,3942,2098,1844,1362,762,600,1254,652,602,1326,684,642,-,-,-,1396,716,680,176,84,92,78,38,40,58,23,35,40,23,17,-,-,-,73,30,43,46971,27545,19426,15315,9003,6312,15885,9328,6557,15700,9166,6534,71,48,23,15514,9066,6448
101學年,新北市,10124,5692,4432,3386,1969,1417,3422,1883,1539,3316,1840,1476,-,-,-,3657,2007,1650,2257,1550,707,827,605,222,766,507,259,664,438,226,-,-,-,825,564,261,1153,312,841,409,106,303,364,93,271,380,113,267,-,-,-,369,112,257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6714,3830,2884,2150,1258,892,2292,1283,1009,2272,1289,983,-,-,-,2463,1331,1132
101學年,臺北市,9317,4871,4446,2974,1538,1436,3137,1664,1473,3135,1621,1514,71,48,23,3114,1658,1456,481,138,343,135,49,86,168,47,121,178,42,136,-,-,-,200,42,158,897,748,149,325,290,35,271,221,50,301,237,64,-,-,-,252,190,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7939,3985,3954,2514,1199,1315,2698,1396,1302,2656,1342,1314,71,48,23,2662,1426,1236
101學年,臺中市,12442,7466,4976,4480,2727,1753,4049,2447,1602,3913,2292,1621,-,-,-,4531,2524,2007,4082,2334,1748,1560,954,606,1296,711,585,1226,669,557,-,-,-,1707,832,875,45,20,25,19,9,10,15,8,7,11,3,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8315,5112,3203,2901,1764,1137,2738,1728,1010,2676,1620,1056,-,-,-,2824,1692,1132
101學年,臺南市,3844,2302,1542,1375,840,535,1218,734,484,1251,728,523,-,-,-,1296,777,519,1989,1176,813,710,432,278,663,395,268,616,349,267,-,-,-,804,438,366,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1855,1126,729,665,408,257,555,339,216,635,379,256,-,-,-,492,339,153
101學年,高雄市,6127,3490,2637,2156,1216,940,2009,1135,874,1962,1139,823,-,-,-,1948,1130,818,1032,574,458,441,237,204,315,171,144,276,166,110,-,-,-,304,161,143,1847,1018,829,609,357,252,604,330,274,634,331,303,-,-,-,775,414,361,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3248,1898,1350,1106,622,484,1090,634,456,1052,642,410,-,-,-,869,555,314
101學年,宜蘭縣,1604,976,628,711,458,253,430,254,176,463,264,199,-,-,-,479,268,211,1578,968,610,685,450,235,430,254,176,463,264,199,-,-,-,479,268,211,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,8,18,26,8,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101學年,桃園縣,11552,7046,4506,3656,2293,1363,4112,2484,1628,3784,2269,1515,-,-,-,3955,2264,1691,1845,1167,678,652,475,177,632,373,259,561,319,242,-,-,-,685,359,326,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9707,5879,3828,3004,1818,1186,3480,2111,1369,3223,1950,1273,-,-,-,3270,1905,1365
101學年,新竹縣,1927,1187,740,640,412,228,682,424,258,605,351,254,-,-,-,620,398,222,214,89,125,74,38,36,77,29,48,63,22,41,-,-,-,77,30,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1713,1098,615,566,374,192,605,395,210,542,329,213,-,-,-,543,368,175
101學年,苗栗縣,1682,911,771,575,319,256,544,288,256,563,304,259,-,-,-,508,257,251,431,205,226,188,94,94,130,66,64,113,45,68,-,-,-,164,50,114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1251,706,545,387,225,162,414,222,192,450,259,191,-,-,-,344,207,137
101學年,彰化縣,5338,3224,2114,2112,1330,782,1669,948,721,1557,946,611,-,-,-,1842,975,867,4229,2478,1751,1761,1095,666,1290,707,583,1178,676,502,-,-,-,1479,734,745,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1109,746,363,351,235,116,379,241,138,379,270,109,-,-,-,363,241,122
101學年,南投縣,1456,859,597,612,386,226,435,248,187,409,225,184,-,-,-,487,265,222,1336,779,557,549,343,206,405,230,175,382,206,176,-,-,-,473,261,212,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,120,80,40,63,43,20,30,18,12,27,19,8,-,-,-,14,4,10
