學年別,縣市別,總計計小計,總計計男,總計計女,總計國立小計,總計國立男,總計國立女,總計直轄市立小計,總計直轄市立男,總計直轄市立女,總計私立小計,總計私立男,總計私立女,專科學校計小計,專科學校計男,專科學校計女,專科學校國立小計,專科學校國立男,專科學校國立女,專科學校直轄市立小計,專科學校直轄市立男,專科學校直轄市立女,專科學校私立小計,專科學校私立男,專科學校私立女,獨立學院計小計,獨立學院計男,獨立學院計女,獨立學院國立小計,獨立學院國立男,獨立學院國立女,獨立學院直轄市立小計,獨立學院直轄市立男,獨立學院直轄市立女,獨立學院私立小計,獨立學院私立男,獨立學院私立女,大學計小計,大學計男,大學計女,大學國立小計,大學國立男,大學國立女,大學直轄市立小計,大學直轄市立男,大學直轄市立女,大學私立小計,大學私立男,大學私立女
101學年,苗栗縣,83,65,18,29,27,2,-,-,-,54,38,16,14,8,6,-,-,-,-,-,-,14,8,6,20,15,5,-,-,-,-,-,-,20,15,5,49,42,7,29,27,2,-,-,-,20,15,5
101學年,彰化縣,148,113,35,34,28,6,-,-,-,114,85,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148,113,35,34,28,6,-,-,-,114,85,29
101學年,南投縣,55,43,12,35,28,7,-,-,-,20,15,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,43,12,35,28,7,-,-,-,20,15,5
101學年,雲林縣,82,68,14,62,52,10,-,-,-,20,16,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82,68,14,62,52,10,-,-,-,20,16,4
101學年,嘉義縣,128,102,26,46,38,8,-,-,-,82,64,18,-,-,-,-,-,-,-,-,-,-,-,-,13,9,4,-,-,-,-,-,-,13,9,4,115,93,22,46,38,8,-,-,-,69,55,14
101學年,屏東縣,168,119,49,88,66,22,-,-,-,80,53,27,9,5,4,-,-,-,-,-,-,9,5,4,37,25,12,14,9,5,-,-,-,23,16,7,122,89,33,74,57,17,-,-,-,48,32,16
101學年,臺東縣,30,24,6,30,24,6,-,-,-,-,-,-,9,8,1,9,8,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,16,5,21,16,5,-,-,-,-,-,-
101學年,花蓮縣,135,95,40,54,34,20,-,-,-,81,61,20,-,-,-,-,-,-,-,-,-,-,-,-,30,20,10,-,-,-,-,-,-,30,20,10,105,75,30,54,34,20,-,-,-,51,41,10
101學年,澎湖縣,21,20,1,21,20,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,20,1,21,20,1,-,-,-,-,-,-
101學年,基隆市,67,53,14,36,30,6,-,-,-,31,23,8,-,-,-,-,-,-,-,-,-,-,-,-,31,23,8,-,-,-,-,-,-,31,23,8,36,30,6,36,30,6,-,-,-,-,-,-
101學年,新竹市,252,202,50,157,129,28,-,-,-,95,73,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,252,202,50,157,129,28,-,-,-,95,73,22
101學年,嘉義市,69,53,16,54,47,7,-,-,-,15,6,9,8,2,6,-,-,-,-,-,-,8,2,6,7,4,3,-,-,-,-,-,-,7,4,3,54,47,7,54,47,7,-,-,-,-,-,-
101學年,金門縣,19,15,4,19,15,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,15,4,19,15,4,-,-,-,-,-,-
101學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100學年,總計,4746,3659,1087,1938,1522,416,34,18,16,2774,2119,655,113,58,55,17,11,6,-,-,-,96,47,49,460,343,117,49,33,16,14,8,6,397,302,95,4173,3258,915,1872,1478,394,20,10,10,2281,1770,511
100學年,新北市,447,346,101,56,45,11,-,-,-,391,301,90,7,3,4,-,-,-,-,-,-,7,3,4,98,83,15,-,-,-,-,-,-,98,83,15,342,260,82,56,45,11,-,-,-,286,215,71
100學年,臺北市,1048,759,289,589,436,153,34,18,16,425,305,120,15,5,10,-,-,-,-,-,-,15,5,10,62,43,19,17,11,6,14,8,6,31,24,7,971,711,260,572,425,147,20,10,10,379,276,103
100學年,臺中市,553,435,118,152,117,35,-,-,-,401,318,83,4,2,2,4,2,2,-,-,-,-,-,-,18,12,6,18,12,6,-,-,-,-,-,-,531,421,110,130,103,27,-,-,-,401,318,83
100學年,臺南市,454,350,104,141,112,29,-,-,-,313,238,75,9,4,5,4,1,3,-,-,-,5,3,2,38,27,11,-,-,-,-,-,-,38,27,11,407,319,88,137,111,26,-,-,-,270,208,62
100學年,高雄市,550,422,128,239,192,47,-,-,-,311,230,81,22,12,10,-,-,-,-,-,-,22,12,10,47,27,20,-,-,-,-,-,-,47,27,20,481,383,98,239,192,47,-,-,-,242,191,51
100學年,宜蘭縣,64,53,11,23,19,4,-,-,-,41,34,7,6,2,4,-,-,-,-,-,-,6,2,4,11,10,1,-,-,-,-,-,-,11,10,1,47,41,6,23,19,4,-,-,-,24,22,2
100學年,桃園縣,344,271,73,69,56,13,-,-,-,275,215,60,10,5,5,-,-,-,-,-,-,10,5,5,20,14,6,-,-,-,-,-,-,20,14,6,314,252,62,69,56,13,-,-,-,245,196,49
100學年,新竹縣,44,36,8,-,-,-,-,-,-,44,36,8,-,-,-,-,-,-,-,-,-,-,-,-,18,16,2,-,-,-,-,-,-,18,16,2,26,20,6,-,-,-,-,-,-,26,20,6
100學年,苗栗縣,88,72,16,35,31,4,-,-,-,53,41,12,14,9,5,-,-,-,-,-,-,14,9,5,19,16,3,-,-,-,-,-,-,19,16,3,55,47,8,35,31,4,-,-,-,20,16,4
100學年,彰化縣,144,116,28,45,35,10,-,-,-,99,81,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,144,116,28,45,35,10,-,-,-,99,81,18
100學年,南投縣,50,42,8,30,24,6,-,-,-,20,18,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,42,8,30,24,6,-,-,-,20,18,2
100學年,雲林縣,99,88,11,80,71,9,-,-,-,19,17,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,88,11,80,71,9,-,-,-,19,17,2
100學年,嘉義縣,127,99,28,45,35,10,-,-,-,82,64,18,-,-,-,-,-,-,-,-,-,-,-,-,15,12,3,-,-,-,-,-,-,15,12,3,112,87,25,45,35,10,-,-,-,67,52,15
100學年,屏東縣,162,113,49,77,53,24,-,-,-,85,60,25,10,6,4,-,-,-,-,-,-,10,6,4,36,28,8,14,10,4,-,-,-,22,18,4,116,79,37,63,43,20,-,-,-,53,36,17
100學年,臺東縣,31,26,5,31,26,5,-,-,-,-,-,-,9,8,1,9,8,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,18,4,22,18,4,-,-,-,-,-,-
100學年,花蓮縣,134,102,32,51,38,13,-,-,-,83,64,19,-,-,-,-,-,-,-,-,-,-,-,-,31,24,7,-,-,-,-,-,-,31,24,7,103,78,25,51,38,13,-,-,-,52,40,12
100學年,澎湖縣,21,20,1,21,20,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,20,1,21,20,1,-,-,-,-,-,-
100學年,基隆市,67,53,14,36,33,3,-,-,-,31,20,11,-,-,-,-,-,-,-,-,-,-,-,-,31,20,11,-,-,-,-,-,-,31,20,11,36,33,3,36,33,3,-,-,-,-,-,-
100學年,新竹市,231,188,43,153,124,29,-,-,-,78,64,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,231,188,43,153,124,29,-,-,-,78,64,14
100學年,嘉義市,72,54,18,49,41,8,-,-,-,23,13,10,7,2,5,-,-,-,-,-,-,7,2,5,16,11,5,-,-,-,-,-,-,16,11,5,49,41,8,49,41,8,-,-,-,-,-,-
100學年,金門縣,16,14,2,16,14,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,14,2,16,14,2,-,-,-,-,-,-
100學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99學年,總計,4901,3812,1089,1981,1544,437,34,18,16,2886,2250,636,109,59,50,17,11,6,-,-,-,92,48,44,526,403,123,63,45,18,14,8,6,449,350,99,4266,3350,916,1901,1488,413,20,10,10,2345,1852,493
99學年,臺北市,1093,792,301,578,424,154,34,18,16,481,350,131,17,7,10,-,-,-,-,-,-,17,7,10,66,45,21,21,12,9,14,8,6,31,25,6,1010,740,270,557,412,145,20,10,10,433,318,115
99學年,高雄市,285,216,69,198,157,41,-,-,-,87,59,28,4,1,3,-,-,-,-,-,-,4,1,3,19,8,11,-,-,-,-,-,-,19,8,11,262,207,55,198,157,41,-,-,-,64,50,14
99學年,臺北縣,511,400,111,60,46,14,-,-,-,451,354,97,8,4,4,-,-,-,-,-,-,8,4,4,99,85,14,-,-,-,-,-,-,99,85,14,404,311,93,60,46,14,-,-,-,344,265,79
99學年,宜蘭縣,60,49,11,23,19,4,-,-,-,37,30,7,7,3,4,-,-,-,-,-,-,7,3,4,11,9,2,-,-,-,-,-,-,11,9,2,42,37,5,23,19,4,-,-,-,19,18,1
99學年,桃園縣,347,281,66,91,70,21,-,-,-,256,211,45,9,5,4,-,-,-,-,-,-,9,5,4,30,19,11,-,-,-,-,-,-,30,19,11,308,257,51,91,70,21,-,-,-,217,187,30
99學年,新竹縣,39,31,8,-,-,-,-,-,-,39,31,8,-,-,-,-,-,-,-,-,-,-,-,-,14,11,3,-,-,-,-,-,-,14,11,3,25,20,5,-,-,-,-,-,-,25,20,5
99學年,苗栗縣,83,67,16,35,29,6,-,-,-,48,38,10,10,7,3,-,-,-,-,-,-,10,7,3,19,15,4,-,-,-,-,-,-,19,15,4,54,45,9,35,29,6,-,-,-,19,16,3
99學年,臺中縣,171,128,43,21,15,6,-,-,-,150,113,37,-,-,-,-,-,-,-,-,-,-,-,-,23,19,4,-,-,-,-,-,-,23,19,4,148,109,39,21,15,6,-,-,-,127,94,33
99學年,彰化縣,163,131,32,52,43,9,-,-,-,111,88,23,-,-,-,-,-,-,-,-,-,-,-,-,26,22,4,-,-,-,-,-,-,26,22,4,137,109,28,52,43,9,-,-,-,85,66,19
99學年,南投縣,57,50,7,31,29,2,-,-,-,26,21,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,50,7,31,29,2,-,-,-,26,21,5
99學年,雲林縣,78,68,10,60,54,6,-,-,-,18,14,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,68,10,60,54,6,-,-,-,18,14,4
99學年,嘉義縣,134,113,21,45,35,10,-,-,-,89,78,11,-,-,-,-,-,-,-,-,-,-,-,-,16,14,2,-,-,-,-,-,-,16,14,2,118,99,19,45,35,10,-,-,-,73,64,9
99學年,臺南縣,268,218,50,20,13,7,-,-,-,248,205,43,4,2,2,-,-,-,-,-,-,4,2,2,17,15,2,-,-,-,-,-,-,17,15,2,247,201,46,20,13,7,-,-,-,227,188,39
99學年,高雄縣,233,179,54,27,22,5,-,-,-,206,157,49,17,12,5,-,-,-,-,-,-,17,12,5,29,23,6,-,-,-,-,-,-,29,23,6,187,144,43,27,22,5,-,-,-,160,122,38
99學年,屏東縣,162,119,43,81,61,20,-,-,-,81,58,23,9,5,4,-,-,-,-,-,-,9,5,4,40,34,6,15,13,2,-,-,-,25,21,4,113,80,33,66,48,18,-,-,-,47,32,15
99學年,臺東縣,31,25,6,31,25,6,-,-,-,-,-,-,9,8,1,9,8,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,17,5,22,17,5,-,-,-,-,-,-
99學年,花蓮縣,165,132,33,76,62,14,-,-,-,89,70,19,-,-,-,-,-,-,-,-,-,-,-,-,30,24,6,-,-,-,-,-,-,30,24,6,135,108,27,76,62,14,-,-,-,59,46,13
99學年,澎湖縣,21,20,1,21,20,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,20,1,21,20,1,-,-,-,-,-,-
99學年,基隆市,63,47,16,36,31,5,-,-,-,27,16,11,-,-,-,-,-,-,-,-,-,-,-,-,27,16,11,-,-,-,-,-,-,27,16,11,36,31,5,36,31,5,-,-,-,-,-,-
99學年,新竹市,237,186,51,152,118,34,-,-,-,85,68,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,237,186,51,152,118,34,-,-,-,85,68,17
99學年,臺中市,417,338,79,124,94,30,-,-,-,293,244,49,4,2,2,4,2,2,-,-,-,-,-,-,27,20,7,27,20,7,-,-,-,-,-,-,386,316,70,93,72,21,-,-,-,293,244,49
99學年,嘉義市,71,50,21,50,40,10,-,-,-,21,10,11,7,2,5,-,-,-,-,-,-,7,2,5,14,8,6,-,-,-,-,-,-,14,8,6,50,40,10,50,40,10,-,-,-,-,-,-
99學年,臺南市,195,157,38,152,122,30,-,-,-,43,35,8,4,1,3,4,1,3,-,-,-,-,-,-,19,16,3,-,-,-,-,-,-,19,16,3,172,140,32,148,121,27,-,-,-,24,19,5
99學年,金門縣,17,15,2,17,15,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,15,2,17,15,2,-,-,-,-,-,-
99學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98學年,總計,4782,3754,1028,1929,1537,392,38,20,18,2815,2197,618,107,54,53,13,9,4,-,-,-,94,45,49,632,486,146,105,77,28,18,10,8,509,399,110,4043,3214,829,1811,1451,360,20,10,10,2212,1753,459
98學年,臺北市,1037,764,273,540,402,138,38,20,18,459,342,117,17,7,10,-,-,-,-,-,-,17,7,10,73,48,25,29,17,12,18,10,8,26,21,5,947,709,238,511,385,126,20,10,10,416,314,102
98學年,高雄市,281,225,56,194,164,30,-,-,-,87,61,26,4,2,2,-,-,-,-,-,-,4,2,2,37,25,12,18,15,3,-,-,-,19,10,9,240,198,42,176,149,27,-,-,-,64,49,15
98學年,臺北縣,476,376,100,37,30,7,-,-,-,439,346,93,8,3,5,-,-,-,-,-,-,8,3,5,95,81,14,-,-,-,-,-,-,95,81,14,373,292,81,37,30,7,-,-,-,336,262,74
98學年,宜蘭縣,67,55,12,23,19,4,-,-,-,44,36,8,7,3,4,-,-,-,-,-,-,7,3,4,11,9,2,-,-,-,-,-,-,11,9,2,49,43,6,23,19,4,-,-,-,26,24,2
98學年,桃園縣,379,308,71,94,78,16,-,-,-,285,230,55,8,5,3,-,-,-,-,-,-,8,5,3,26,16,10,-,-,-,-,-,-,26,16,10,345,287,58,94,78,16,-,-,-,251,209,42
98學年,新竹縣,41,32,9,-,-,-,-,-,-,41,32,9,-,-,-,-,-,-,-,-,-,-,-,-,15,12,3,-,-,-,-,-,-,15,12,3,26,20,6,-,-,-,-,-,-,26,20,6
98學年,苗栗縣,81,58,23,35,25,10,-,-,-,46,33,13,12,7,5,-,-,-,-,-,-,12,7,5,15,11,4,-,-,-,-,-,-,15,11,4,54,40,14,35,25,10,-,-,-,19,15,4
98學年,臺中縣,170,127,43,20,12,8,-,-,-,150,115,35,-,-,-,-,-,-,-,-,-,-,-,-,23,19,4,-,-,-,-,-,-,23,19,4,147,108,39,20,12,8,-,-,-,127,96,31
98學年,彰化縣,146,121,25,54,45,9,-,-,-,92,76,16,-,-,-,-,-,-,-,-,-,-,-,-,21,19,2,-,-,-,-,-,-,21,19,2,125,102,23,54,45,9,-,-,-,71,57,14
98學年,南投縣,58,53,5,31,28,3,-,-,-,27,25,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,53,5,31,28,3,-,-,-,27,25,2
98學年,雲林縣,93,85,8,77,72,5,-,-,-,16,13,3,-,-,-,-,-,-,-,-,-,-,-,-,16,13,3,-,-,-,-,-,-,16,13,3,77,72,5,77,72,5,-,-,-,-,-,-
98學年,嘉義縣,123,96,27,46,33,13,-,-,-,77,63,14,-,-,-,-,-,-,-,-,-,-,-,-,38,31,7,-,-,-,-,-,-,38,31,7,85,65,20,46,33,13,-,-,-,39,32,7
98學年,臺南縣,234,189,45,25,17,8,-,-,-,209,172,37,5,3,2,-,-,-,-,-,-,5,3,2,31,25,6,-,-,-,-,-,-,31,25,6,198,161,37,25,17,8,-,-,-,173,144,29
98學年,高雄縣,227,176,51,31,26,5,-,-,-,196,150,46,16,9,7,-,-,-,-,-,-,16,9,7,31,26,5,-,-,-,-,-,-,31,26,5,180,141,39,31,26,5,-,-,-,149,115,34
98學年,屏東縣,180,146,34,87,71,16,-,-,-,93,75,18,10,5,5,-,-,-,-,-,-,10,5,5,70,57,13,15,13,2,-,-,-,55,44,11,100,84,16,72,58,14,-,-,-,28,26,2
98學年,臺東縣,27,20,7,27,20,7,-,-,-,-,-,-,5,5,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,15,7,22,15,7,-,-,-,-,-,-
98學年,花蓮縣,149,112,37,63,51,12,-,-,-,86,61,25,-,-,-,-,-,-,-,-,-,-,-,-,31,23,8,-,-,-,-,-,-,31,23,8,118,89,29,63,51,12,-,-,-,55,38,17
98學年,澎湖縣,16,14,2,16,14,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,14,2,16,14,2,-,-,-,-,-,-
98學年,基隆市,61,47,14,36,32,4,-,-,-,25,15,10,-,-,-,-,-,-,-,-,-,-,-,-,25,15,10,-,-,-,-,-,-,25,15,10,36,32,4,36,32,4,-,-,-,-,-,-
98學年,新竹市,246,203,43,159,126,33,-,-,-,87,77,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,246,203,43,159,126,33,-,-,-,87,77,10
98學年,臺中市,424,335,89,127,101,26,-,-,-,297,234,63,4,3,1,4,3,1,-,-,-,-,-,-,27,18,9,27,18,9,-,-,-,-,-,-,393,314,79,96,80,16,-,-,-,297,234,63
98學年,嘉義市,72,51,21,51,43,8,-,-,-,21,8,13,7,1,6,-,-,-,-,-,-,7,1,6,14,7,7,-,-,-,-,-,-,14,7,7,51,43,8,51,43,8,-,-,-,-,-,-
98學年,臺南市,178,147,31,140,114,26,-,-,-,38,33,5,4,1,3,4,1,3,-,-,-,-,-,-,17,17,-,-,-,-,-,-,-,17,17,-,157,129,28,136,113,23,-,-,-,21,16,5
98學年,金門縣,16,14,2,16,14,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,14,2,16,14,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97學年,總計,4634,3651,983,1868,1488,380,33,21,12,2733,2142,591,90,46,44,12,6,6,-,-,-,78,40,38,661,515,146,105,76,29,14,9,5,542,430,112,3883,3090,793,1751,1406,345,19,12,7,2113,1672,441
97學年,臺北市,986,730,256,489,361,128,33,21,12,464,348,116,16,5,11,-,-,-,-,-,-,16,5,11,93,66,27,30,14,16,14,9,5,49,43,6,877,659,218,459,347,112,19,12,7,399,300,99
97學年,高雄市,279,225,54,192,165,27,-,-,-,87,60,27,4,2,2,-,-,-,-,-,-,4,2,2,35,23,12,16,13,3,-,-,-,19,10,9,240,200,40,176,152,24,-,-,-,64,48,16
97學年,臺北縣,489,390,99,60,48,12,-,-,-,429,342,87,6,3,3,-,-,-,-,-,-,6,3,3,88,75,13,-,-,-,-,-,-,88,75,13,395,312,83,60,48,12,-,-,-,335,264,71
97學年,宜蘭縣,67,54,13,23,18,5,-,-,-,44,36,8,6,3,3,-,-,-,-,-,-,6,3,3,11,10,1,-,-,-,-,-,-,11,10,1,50,41,9,23,18,5,-,-,-,27,23,4
97學年,桃園縣,313,250,63,78,60,18,-,-,-,235,190,45,5,3,2,-,-,-,-,-,-,5,3,2,25,13,12,-,-,-,-,-,-,25,13,12,283,234,49,78,60,18,-,-,-,205,174,31
97學年,新竹縣,42,30,12,-,-,-,-,-,-,42,30,12,-,-,-,-,-,-,-,-,-,-,-,-,15,11,4,-,-,-,-,-,-,15,11,4,27,19,8,-,-,-,-,-,-,27,19,8
97學年,苗栗縣,75,56,19,31,22,9,-,-,-,44,34,10,10,6,4,-,-,-,-,-,-,10,6,4,34,28,6,-,-,-,-,-,-,34,28,6,31,22,9,31,22,9,-,-,-,-,-,-
97學年,臺中縣,174,134,40,21,18,3,-,-,-,153,116,37,-,-,-,-,-,-,-,-,-,-,-,-,22,19,3,-,-,-,-,-,-,22,19,3,152,115,37,21,18,3,-,-,-,131,97,34
97學年,彰化縣,166,143,23,54,46,8,-,-,-,112,97,15,-,-,-,-,-,-,-,-,-,-,-,-,14,14,-,-,-,-,-,-,-,14,14,-,152,129,23,54,46,8,-,-,-,98,83,15
97學年,南投縣,56,51,5,29,27,2,-,-,-,27,24,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,51,5,29,27,2,-,-,-,27,24,3
97學年,雲林縣,85,79,6,69,67,2,-,-,-,16,12,4,-,-,-,-,-,-,-,-,-,-,-,-,16,12,4,-,-,-,-,-,-,16,12,4,69,67,2,69,67,2,-,-,-,-,-,-
97學年,嘉義縣,127,103,24,45,35,10,-,-,-,82,68,14,-,-,-,-,-,-,-,-,-,-,-,-,43,35,8,-,-,-,-,-,-,43,35,8,84,68,16,45,35,10,-,-,-,39,33,6
97學年,臺南縣,252,200,52,24,14,10,-,-,-,228,186,42,4,3,1,-,-,-,-,-,-,4,3,1,29,25,4,-,-,-,-,-,-,29,25,4,219,172,47,24,14,10,-,-,-,195,158,37
97學年,高雄縣,222,179,43,32,30,2,-,-,-,190,149,41,15,9,6,-,-,-,-,-,-,15,9,6,27,25,2,-,-,-,-,-,-,27,25,2,180,145,35,32,30,2,-,-,-,148,115,33
97學年,屏東縣,164,132,32,85,68,17,-,-,-,79,64,15,9,5,4,-,-,-,-,-,-,9,5,4,60,49,11,15,14,1,-,-,-,45,35,10,95,78,17,70,54,16,-,-,-,25,24,1
97學年,臺東縣,29,23,6,29,23,6,-,-,-,-,-,-,6,4,2,6,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,19,4,23,19,4,-,-,-,-,-,-
97學年,花蓮縣,145,109,36,65,47,18,-,-,-,80,62,18,-,-,-,-,-,-,-,-,-,-,-,-,30,26,4,-,-,-,-,-,-,30,26,4,115,83,32,65,47,18,-,-,-,50,36,14
97學年,澎湖縣,21,20,1,21,20,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,20,1,21,20,1,-,-,-,-,-,-
97學年,基隆市,59,42,17,34,29,5,-,-,-,25,13,12,-,-,-,-,-,-,-,-,-,-,-,-,25,13,12,-,-,-,-,-,-,25,13,12,34,29,5,34,29,5,-,-,-,-,-,-
97學年,新竹市,224,183,41,139,108,31,-,-,-,85,75,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,224,183,41,139,108,31,-,-,-,85,75,10
97學年,臺中市,392,303,89,137,109,28,-,-,-,255,194,61,3,1,2,3,1,2,-,-,-,-,-,-,48,33,15,27,19,8,-,-,-,21,14,7,341,269,72,107,89,18,-,-,-,234,180,54
97學年,嘉義市,66,50,16,50,42,8,-,-,-,16,8,8,3,1,2,-,-,-,-,-,-,3,1,2,13,7,6,-,-,-,-,-,-,13,7,6,50,42,8,50,42,8,-,-,-,-,-,-
97學年,臺南市,184,149,35,144,115,29,-,-,-,40,34,6,3,1,2,3,1,2,-,-,-,-,-,-,16,15,1,-,-,-,-,-,-,16,15,1,165,133,32,141,114,27,-,-,-,24,19,5
97學年,金門縣,17,16,1,17,16,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,16,1,17,16,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97學年,連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
""
